Country,Continent,Year,GDP
Eritrea,Africa,2018,2.608
Eritrea,Africa,2019,1.982
Eritrea,Africa,2020,2.086
Eritrea,Africa,2021,2.255
Eritrea,Africa,2022,
Eritrea,Africa,2023,2.666
Lesotho,Africa,2018,2.792
Lesotho,Africa,2019,2.289
Lesotho,Africa,2020,2.068
Lesotho,Africa,2021,2.373
Lesotho,Africa,2022,2.553
Lesotho,Africa,2023,2.584
Seychelles,Africa,2018,1.59
Seychelles,Africa,2019,1.58
Seychelles,Africa,2020,1.131
Seychelles,Africa,2021,1.287
Seychelles,Africa,2022,1.588
Seychelles,Africa,2023,1.95
Guinea-Bissau,Africa,2018,1.458
Guinea-Bissau,Africa,2019,1.44
Guinea-Bissau,Africa,2020,1.434
Guinea-Bissau,Africa,2021,1.563
Guinea-Bissau,Africa,2022,1.634
Guinea-Bissau,Africa,2023,1.887
Antigua and Barbuda,North America,2018,1.624
Antigua and Barbuda,North America,2019,1.662
Antigua and Barbuda,North America,2020,1.39
Antigua and Barbuda,North America,2021,1.421
Antigua and Barbuda,North America,2022,1.758
Antigua and Barbuda,North America,2023,1.864
San Marino,Europe,2018,1.633
San Marino,Europe,2019,1.616
San Marino,Europe,2020,1.505
San Marino,Europe,2021,1.702
San Marino,Europe,2022,
San Marino,Europe,2023,1.807
Solomon Islands,Oceania,2018,1.412
Solomon Islands,Oceania,2019,1.579
Solomon Islands,Oceania,2020,1.567
Solomon Islands,Oceania,2021,1.632
Solomon Islands,Oceania,2022,1.596
Solomon Islands,Oceania,2023,1.701
Comoros,Africa,2018,1.203
Comoros,Africa,2019,1.19
Comoros,Africa,2020,1.222
Comoros,Africa,2021,1.34
Comoros,Africa,2022,1.243
Comoros,Africa,2023,1.348
Grenada,North America,2018,1.207
Grenada,North America,2019,1.205
Grenada,North America,2020,1.037
Grenada,North America,2021,1.115
Grenada,North America,2022,1.256
Grenada,North America,2023,1.274
Vanuatu,Oceania,2018,0.888
Vanuatu,Oceania,2019,0.924
Vanuatu,Oceania,2020,0.864
Vanuatu,Oceania,2021,0.981
Vanuatu,Oceania,2022,0.984
Vanuatu,Oceania,2023,1.064
Samoa,Oceania,2018,0.861
Samoa,Oceania,2019,0.852
Samoa,Oceania,2020,0.804
Samoa,Oceania,2021,0.857
Samoa,Oceania,2022,0.832
Samoa,Oceania,2023,0.898
Dominica,North America,2018,0.504
Dominica,North America,2019,0.579
Dominica,North America,2020,0.517
Dominica,North America,2021,0.548
Dominica,North America,2022,0.612
Dominica,North America,2023,0.681
Tonga,Oceania,2018,0.45
Tonga,Oceania,2019,0.517
Tonga,Oceania,2020,0.514
Tonga,Oceania,2021,0.472
Tonga,Oceania,2022,
Tonga,Oceania,2023,0.541
Marshall Islands,Oceania,2018,0.212
Marshall Islands,Oceania,2019,0.239
Marshall Islands,Oceania,2020,0.234
Marshall Islands,Oceania,2021,0.257
Marshall Islands,Oceania,2022,0.28
Marshall Islands,Oceania,2023,0.291
Palau,Oceania,2018,0.31
Palau,Oceania,2019,0.28
Palau,Oceania,2020,0.254
Palau,Oceania,2021,0.218
Palau,Oceania,2022,
Palau,Oceania,2023,0.262
Kiribati,Oceania,2018,0.188
Kiribati,Oceania,2019,0.198
Kiribati,Oceania,2020,0.2
Kiribati,Oceania,2021,0.227
Kiribati,Oceania,2022,0.223
Kiribati,Oceania,2023,0.248
Nauru,Oceania,2018,0.115
Nauru,Oceania,2019,0.119
Nauru,Oceania,2020,0.114
Nauru,Oceania,2021,0.155
Nauru,Oceania,2022,0.151
Nauru,Oceania,2023,0.151
Tuvalu,Oceania,2018,0.043
Tuvalu,Oceania,2019,0.047
Tuvalu,Oceania,2020,0.048
Tuvalu,Oceania,2021,0.06
Tuvalu,Oceania,2022,0.06
Tuvalu,Oceania,2023,0.065
